item,item-href,title,product details,material,product code,images link-src
"HarvardMen Genuine Leather BeltRs. 269Rs. 899(70% OFF)Sizes: 32, 34, 36",https://www.myntra.com/belts/harvard/harvard-men-brown-textured-genuine-leather-belt/1182521/buy,Harvard Men Brown Textured Genuine Leather Belt,"Brown textured genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1182521,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1182521/2016/5/27/11464328705284-Harvard-Men-Belts-3241464328705148-1.jpg"
Tommy HilfigerMen Genuine Leather BeltRs. 1499Rs. 2499(40% OFF)Sizes: 40,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy-genuine-leather-belt/1378090/buy,Tommy Hilfiger Men Navy Genuine Leather Belt,"Navy genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1378090,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378090/2016/6/22/11466577649748-Tommy-Hilfiger-Men-Navy-Genuine-Leather-Belt-6281466577649647-1.jpg"
SWISS MILITARYBeltRs. 1293Rs. 1990(35% OFF)Sizes: Onesize,https://www.myntra.com/belts/swiss-military/swiss-military-men-brown-genuine-leather-belt/1286545/buy,SWISS MILITARY Men Brown Genuine Leather Belt,"Brown genuine leather belt, has embossed branding
Secured with a push-pin closure
Has holes for a customised fit
Warranty: 6 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1286545,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1286545/2016/7/22/11469166932804-SWISS-MILITARY-Men-Belts-7741469166933119-3.jpg"
The Riders SideMen coloured Pro Thoroughbred Leather BeltRs. 1871Rs. 2495(25% OFF)Sizes: 36,https://www.myntra.com/belts/the-riders-side/the-riders-side-men-multicoloured-pro-thoroughbred-leather-belt/1140657/buy,The Rider's Side Men Multicoloured Pro Thoroughbred Leather Belt,"Multicoloured leather belt with thread woven detail
Secured with a metallic tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1140657,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1140657/2016/3/1/11456830289296-The-Riders-Side-Men-Coffee-Brown-Pro-Thoroughbred-Embroidered-Leather-Belt-7301456830289113-1.jpg"
"Peter EnglandMen Checked BeltRs. 899Rs. 999(10% OFF)Sizes: 38, 42, 46",https://www.myntra.com/belts/peter-england/peter-england-statements-men-black-checked-belt/1796643/buy,Peter England Statements Men Black Checked Belt,"Black checked belt
Secured with a tang clasp
Guarantee: 3 months against any manufacturing defects, from the store of purchase","Synthetic leather
Wipe with a clean, dry cloth when needed",1796643,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796643/2017/4/20/11492692701614-Peter-England-Men-Belts-9111492692701459-2.jpg"
Lino PerrosMen Genuine Leather BeltRs. 847Rs. 1695(50% OFF)Sizes: 38,https://www.myntra.com/belts/lino-perros/lino-perros-men-brown-genuine-leather-belt/1628739/buy,Lino Perros Men Brown Genuine Leather Belt,"Brown genuine leather belt 
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1628739,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1628739/2016/12/8/11481196685438-Lino-Perros-Men-Brown-Genuine-Leather-Belt-7541481196685350-2.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1734731/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734731,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734731/2017/1/24/11485241509268-BuckleUp-Men-Belts-5651485241509208-2.jpg"
Flying MachineMen Leather BeltRs. 449Rs. 999(55% OFF)Sizes: 42,https://www.myntra.com/belts/flying-machine/flying-machine-men-brown-leather-belt/1042747/buy,Flying Machine Men Brown Leather Belt,Brown leather beltSecured with a push-pin closureHas holes for a customised fit,"100% leather
Wipe with a clean, dry cloth when needed",1042747,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1042747/2015/12/22/11450773439366-Flying-Machine-Men-Brown-Leather-Belt-7281450773439166-1.jpg"
Tommy HilfigerMen Leather Reversible BeltRs. 1859Rs. 3099(40% OFF)Sizes: 32,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy--charcoal-grey-genuine-leather-reversible-belt/1378109/buy,Tommy Hilfiger Men Navy & Charcoal Grey Genuine Leather Reversible Belt,"Navy blue and charcoal grey reversible belt
Has holes for a customised fit
Comes with a bag
Warranty: 6-month limited warranty from the date of purchase, against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1378109,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378109/2016/6/22/11466576742683-Tommy-Hilfiger-Men-Navy--Charcoal-Grey-Genuine-Leather-Reversible-Belt-1841466576742574-5.jpg"
The Bro CodeMen BeltRs. 1049Rs. 2999(65% OFF)Sizes: 36,https://www.myntra.com/belts/the-bro-code/the-bro-code-men-navy-belt/1740961/buy,The Bro Code Men Navy Belt,"Navy blue belt
Secured with a tang clasp
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1740961,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740961/2017/2/22/11487764105795-The-Bro-Code-Men-Navy-Belt-6211487764106213-2.jpg"
"RoadsterMen Genuine Leather BeltRs. 479Rs. 1599(70% OFF)Sizes: 34, 36",https://www.myntra.com/belts/roadster/roadster-men-brown-genuine-leather-belt/1447995/buy,Roadster Men Brown Genuine Leather Belt,"Brown genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine leather 
Wipe with a clean, dry cloth when needed",1447995,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1447995/2016/8/31/11472625043588-Roadster-Men-Brown-Genuine-Leather-Belt-2601472625043203-3.jpg"
"Pacific GoldMen BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232402/buy,Pacific Gold Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232402,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232402/2016/2/22/11456138619187-Pacific-Gold-Men-Belts-8751456138619140-3.jpg"
